Null display is "<null>".
 total customers | customer with email | percent with email 
-----------------+---------------------+--------------------
             599 |                 597 |   99.6661101836394
(1 row)

 count 
-------
   599
(1 row)

  avg rental duration   
------------------------
 4 days 24:36:28.541706
(1 row)

  total   
----------
 67416.51
(1 row)

 actor_id | num_films 
         120 | 4 days 32:49:40.645161
          27 | 4 days 32:43:30.967742
         344 | 4 days 32:22:10
         231 | 5 days 08:20:13.846154
         339 | 4 days 32:20:02
         208 | 4 days 32:15:35
         410 | 4 days 32:14:38.918918
          77 | 4 days 32:10:06.428571
         317 | 4 days 31:58:17.777778
         536 | 4 days 31:50:21.6
         400 | 4 days 31:45:49.285714
         285 | 4 days 31:40:20.769231
          94 | 4 days 31:36:21
         493 | 4 days 31:32:49.090909
         556 | 4 days 31:31:08.571428
         127 | 4 days 31:25:25
          26 | 4 days 31:20:47.647059
         506 | 4 days 31:18:58.285714
         302 | 4 days 31:14:02.068965
         316 | 4 days 31:13:16.551724
         245 | 4 days 31:12:21.290322
         225 | 4 days 31:09:06.923077
         386 | 4 days 31:08:33.103448
         462 | 4 days 30:58:34.545455
         349 | 4 days 30:56:53.571428
         590 | 4 days 30:55:57.5
         247 | 4 days 30:52:13.636363
         148 | 4 days 30:49:56.086956
          12 | 4 days 30:49:30
         367 | 4 days 30:47:10.909091
         103 | 4 days 30:45:30.967742
         486 | 4 days 30:45:20.769231
         488 | 4 days 30:40:46.363637
         119 | 4 days 30:30:28.235295
          45 | 4 days 30:28:17.777778
         210 | 4 days 30:27:52.258064
         146 | 4 days 30:13:37.241379
         593 | 4 days 30:11:48.461539
          90 | 4 days 30:08:57.857143
         360 | 4 days 30:01:28.235294
         307 | 4 days 29:57:40
         380 | 4 days 29:55:31.666667
         279 | 4 days 29:54:16
         477 | 4 days 29:51:16.363636
         359 | 4 days 29:50:00
         426 | 4 days 29:47:42.222222
         107 | 4 days 29:46:47.142857
         175 | 4 days 29:44:21.818181
         273 | 4 days 29:42:06.857142
          91 | 4 days 29:41:44.117647
         412 | 4 days 29:35:24
          30 | 4 days 29:22:08.82353
         583 | 4 days 29:21:00
         264 | 4 days 29:20:25
         494 | 4 days 29:20:17.419355
          66 | 4 days 29:18:56.470588
         348 | 4 days 29:18:25
         287 | 4 days 29:17:10.714285
          41 | 4 days 29:15:52.5
         573 | 4 days 29:11:37.241379
         581 | 4 days 29:10:37.777778
         434 | 4 days 29:02:57.777778
         124 | 4 days 28:59:36.666667
         544 | 4 days 28:59:19.090909
          92 | 4 days 28:59:08.571429
         140 | 4 days 28:56:56.666667
         510 | 4 days 28:56:34.615385
         370 | 4 days 28:52:22.105263
         515 | 4 days 28:52:04.285714
         501 | 4 days 28:44:54.285714
         267 | 4 days 28:42:35.294117
         274 | 4 days 28:31:00
         362 | 4 days 28:30:03.75
         516 | 4 days 28:24:42.5
         282 | 4 days 28:08:48.461538
         443 | 4 days 28:06:51.818181
         433 | 4 days 28:00:07.2
         290 | 4 days 27:59:47.142858
         206 | 4 days 27:52:04.444444
         470 | 4 days 27:51:22.5
         163 | 4 days 27:51:00
         265 | 4 days 27:50:47.586207
         363 | 4 days 27:48:16.551724
         130 | 4 days 27:47:37.5
          35 | 4 days 27:47:13.125
         125 | 4 days 27:41:31.875
         246 | 4 days 27:39:33.913043
         471 | 4 days 27:29:40
         562 | 4 days 27:25:02.4
         566 | 4 days 27:23:47.647058
         199 | 4 days 27:19:05
         594 | 4 days 27:17:06.666667
         306 | 4 days 27:14:43.125
         346 | 4 days 27:14:07.5
         402 | 4 days 27:14:03
         300 | 4 days 27:10:58
         533 | 4 days 27:10:56.25
         313 | 4 days 27:04:26.086956
         106 | 4 days 27:02:28.695652
         474 | 4 days 26:56:38.4
         484 | 4 days 26:52:38
          93 | 4 days 26:49:23.478261
         258 | 4 days 26:46:45
         309 | 4 days 26:46:01.935484
         561 | 4 days 26:45:11.538461
         331 | 4 days 26:42:44.444444
         430 | 4 days 26:39:30
         329 | 4 days 26:38:24.375
         113 | 4 days 26:32:35.172414
         377 | 4 days 26:26:53.076923
         582 | 4 days 26:17:52.5
         509 | 4 days 26:13:18
         139 | 4 days 26:10:35.555556
         182 | 4 days 26:07:09.230769
         142 | 4 days 26:04:50.4
          57 | 4 days 26:04:32.142857
         226 | 4 days 25:51:08.571429
          38 | 4 days 25:46:03.529411
         268 | 4 days 25:45:39.310345
         444 | 4 days 25:45:04
         347 | 4 days 25:43:44
         543 | 4 days 25:42:27.272727
           5 | 4 days 25:40:12.972973
         136 | 4 days 25:37:56
         512 | 4 days 25:32:16.8
         535 | 4 days 25:29:01.875
         521 | 4 days 25:28:19.090909
         425 | 4 days 25:24:18.461538
          95 | 4 days 25:19:06.666667
          51 | 4 days 25:17:18.181819
         104 | 4 days 25:17:15
         524 | 4 days 25:17:06.31579
         428 | 4 days 25:14:51
         572 | 4 days 25:11:48
         271 | 4 days 25:11:23.333333
         563 | 4 days 25:11:12.413794
         445 | 4 days 25:08:23.076923
          37 | 4 days 25:06:54.782609
         121 | 4 days 25:03:20.769231
         578 | 4 days 25:00:19.090909
          14 | 4 days 24:56:28.888889
         351 | 4 days 24:53:25
         310 | 4 days 24:43:03
         354 | 4 days 24:35:24.705882
         118 | 4 days 24:32:45.714286
         236 | 4 days 24:28:14.634146
         592 | 4 days 24:27:32.142858
         554 | 4 days 24:25:20
         459 | 4 days 24:24:00
         375 | 4 days 24:23:55
         101 | 4 days 24:17:13.043478
         450 | 4 days 24:07:26.4
         299 | 4 days 24:06:20
         147 | 4 days 24:03:00
         546 | 4 days 24:00:12
         129 | 4 days 24:00:01.764706
          75 | 4 days 23:57:53.684211
         492 | 4 days 23:57:22.5
          76 | 4 days 23:54:41.73913
         495 | 4 days 23:54:02.4
         194 | 4 days 23:50:33.333333
         312 | 4 days 23:43:48.461538
         164 | 4 days 23:43:41.25
         328 | 4 days 23:43:28.695652
         417 | 4 days 23:42:27.5
         126 | 4 days 23:39:30
         230 | 4 days 23:39:27.272728
         500 | 4 days 23:33:57.857143
         356 | 4 days 23:33:48
          98 | 4 days 23:33:14.4
         156 | 4 days 23:33:12
         201 | 4 days 23:23:48
         179 | 4 days 23:22:20.689655
          20 | 4 days 23:20:42
          13 | 4 days 23:20:15.555556
         407 | 4 days 23:19:17.777778
          32 | 4 days 23:17:33.103449
         322 | 4 days 23:15:42.857143
         574 | 4 days 23:10:00
         371 | 4 days 23:09:18.857142
         439 | 4 days 23:07:16.666667
         550 | 4 days 23:06:15.483871
         111 | 4 days 23:04:16.8
          42 | 4 days 23:03:47.142857
         223 | 4 days 23:03:14.117647
         463 | 4 days 22:54:43.2
         438 | 4 days 22:50:33.75
         372 | 4 days 22:41:31.764706
         534 | 4 days 22:37:26.086956
         112 | 4 days 22:36:32
         297 | 4 days 22:35:09.090909
         429 | 4 days 22:31:37.142858
         595 | 4 days 22:28:26
         318 | 4 days 22:27:50
          60 | 4 days 22:21:57.391304
         266 | 4 days 22:20:49.285714
         387 | 4 days 22:20:34.615385
          17 | 4 days 22:19:31.428572
         260 | 4 days 22:16:27.096774
          67 | 4 days 22:15:05.454546
          87 | 4 days 22:13:06.206897
         272 | 4 days 22:04:03
         498 | 4 days 22:03:22.222222
          23 | 4 days 22:02:08.275862
         334 | 4 days 21:59:06.206897
         446 | 4 days 21:58:48.387096
         257 | 4 days 21:56:40.540541
         431 | 4 days 21:54:16.363636
         499 | 4 days 21:52:00
         589 | 4 days 21:46:17.142857
          15 | 4 days 21:45:52
         390 | 4 days 21:39:56.363636
         197 | 4 days 21:37:22.5
         564 | 4 days 21:36:22.5
         416 | 4 days 21:36:13.548387
         153 | 4 days 21:27:07.5
         202 | 4 days 21:26:46.153846
         557 | 4 days 21:21:52.173913
         451 | 4 days 21:21:03.636363
          49 | 4 days 21:20:32.142857
         531 | 4 days 21:03:38.4
         454 | 4 days 21:01:27.272727
         502 | 4 days 20:55:28.235294
         580 | 4 days 20:51:42.222222
         261 | 4 days 20:51:18.461539
         467 | 4 days 20:49:57.931034
         384 | 4 days 20:49:00
         128 | 4 days 20:46:22.5
         465 | 4 days 20:42:45.882353
         184 | 4 days 20:39:02.608696
         277 | 4 days 20:38:20.625
         323 | 4 days 20:29:05.806451
         553 | 4 days 20:25:42.5
         383 | 4 days 20:22:13.333333
         276 | 4 days 20:15:40.714286
         217 | 4 days 19:59:07.826087
         476 | 4 days 19:54:02.857143
         333 | 4 days 19:53:17.777778
         305 | 4 days 19:52:40.8
         587 | 4 days 19:50:02.4
         143 | 4 days 19:49:05.454545
         368 | 4 days 19:46:03.428571
         241 | 4 days 19:37:00
         158 | 4 days 19:28:22.5
         248 | 4 days 19:25:40
         576 | 4 days 19:22:48.75
         262 | 4 days 19:22:47.142857
         303 | 4 days 19:13:16.153846
          62 | 4 days 19:03:02.608695
         160 | 4 days 19:00:46.666667
         538 | 4 days 18:53:31.034483
         447 | 4 days 18:52:28.965517
         314 | 4 days 18:51:41.818182
         338 | 4 days 18:45:15
         165 | 4 days 18:35:00
         195 | 4 days 18:34:56.842105
         238 | 4 days 18:34:02.857143
         565 | 4 days 18:27:04.137931
         183 | 4 days 18:20:02.608695
         133 | 4 days 18:17:40
          44 | 4 days 18:12:09.6
         155 | 4 days 18:10:46.956522
         456 | 4 days 18:10:14.4
         365 | 4 days 18:10:13.043478
         196 | 4 days 18:00:30.857143
         224 | 4 days 17:58:38.181819
          29 | 4 days 17:56:39.428572
         361 | 4 days 17:55:31.034482
         551 | 4 days 17:50:25.384615
         408 | 4 days 17:44:26
         115 | 4 days 17:41:28.965518
         308 | 4 days 17:34:48
         379 | 4 days 17:32:13.043478
         296 | 4 days 17:31:47.586207
         275 | 4 days 17:28:34
         159 | 4 days 17:25:17.142857
         357 | 4 days 17:16:57.692307
         220 | 4 days 17:02:42.222222
          96 | 4 days 17:02:22.222222
         588 | 4 days 16:56:31.034483
         518 | 4 days 16:51:02.307692
         229 | 4 days 16:50:55
         414 | 4 days 16:48:28.8
         596 | 4 days 16:36:35.555556
         452 | 4 days 16:34:32.903225
         352 | 4 days 16:32:21.818181
         269 | 4 days 16:27:36.428572
         154 | 4 days 16:24:36
         218 | 4 days 16:24:00
         340 | 4 days 16:22:30.967742
         569 | 4 days 16:17:52.5
         597 | 4 days 16:11:55
         214 | 4 days 16:09:06
          31 | 4 days 15:59:04.615384
         517 | 4 days 15:58:55.2
         385 | 4 days 15:58:34.615384
         418 | 4 days 15:57:08
         353 | 4 days 15:42:56.666667
         527 | 4 days 15:39:10.434783
          53 | 4 days 15:38:00
         376 | 4 days 15:36:12.857142
          64 | 4 days 15:34:26.25
         108 | 4 days 15:33:37.24138
         570 | 4 days 15:33:28.8
         263 | 4 days 15:26:00
         256 | 4 days 15:25:42
         391 | 4 days 15:20:16
          58 | 4 days 15:16:32.307692
         166 | 4 days 15:08:45
         491 | 4 days 15:05:51.111111
          79 | 4 days 15:01:27.272728
         174 | 3 days 39:01:22.857143
         419 | 4 days 14:52:45.6
          71 | 4 days 14:51:14
         169 | 4 days 14:38:46.363636
         545 | 4 days 14:36:40
         330 | 4 days 14:36:32.5
         173 | 4 days 14:31:28.965517
         326 | 4 days 14:19:31.2
         100 | 4 days 14:16:26.086956
         132 | 4 days 14:12:23.571429
         324 | 4 days 14:06:30
          36 | 3 days 38:02:35.555556
         233 | 3 days 37:59:44.347826
         537 | 4 days 13:58:10
         552 | 4 days 13:55:11.428572
         122 | 4 days 13:47:41.25
          83 | 3 days 37:34:22.5
         298 | 4 days 13:32:02.307692
         442 | 4 days 13:30:50.625
           9 | 4 days 13:27:13.636364
         198 | 4 days 13:26:19.459459
         460 | 4 days 13:03:45.6
         355 | 3 days 37:01:22.105263
         530 | 3 days 36:58:21.818181
          86 | 3 days 36:55:09.090909
         397 | 4 days 12:52:35.172414
          16 | 4 days 12:41:40.714285
         335 | 4 days 12:41:16.363637
         507 | 3 days 36:37:16.8
         455 | 3 days 36:27:40
         490 | 4 days 12:26:57.5
         403 | 4 days 12:25:41.142857
         482 | 3 days 36:13:12.413793
         406 | 4 days 12:02:20.625
          33 | 4 days 11:54:27
          68 | 3 days 35:52:27.272728
          24 | 3 days 35:48:19.2
         116 | 4 days 11:46:42.222222
         394 | 4 days 11:39:42.857143
           8 | 4 days 11:39:07.5
         415 | 3 days 35:30:52.173913
         342 | 4 days 11:27:22.5
           1 | 4 days 11:18:07.5
          25 | 4 days 11:17:41.37931
         191 | 3 days 35:15:15.789474
         473 | 4 days 11:11:58.235294
         251 | 3 days 34:59:50
         496 | 4 days 10:51:00
         567 | 4 days 10:46:09
         131 | 3 days 34:40:44
         141 | 3 days 34:31:22.5
         381 | 3 days 34:23:17.142857
         575 | 3 days 34:11:06.206897
          54 | 3 days 34:08:08.275862
         280 | 3 days 34:02:02.222222
          99 | 3 days 33:52:18.26087
         586 | 3 days 33:49:22.105263
          84 | 3 days 33:47:56.363636
         424 | 3 days 33:37:02.068966
         216 | 3 days 33:35:05.714286
          70 | 3 days 33:30:50
         186 | 3 days 33:29:32
          28 | 3 days 33:25:15.483871
         134 | 3 days 33:25:00
         152 | 3 days 33:23:27
         511 | 3 days 33:20:30
         254 | 3 days 33:17:28.125
         185 | 3 days 33:05:26.086956
         440 | 3 days 32:58:48.571428
         213 | 3 days 32:58:28.888889
         204 | 3 days 32:54:37.714286
         288 | 3 days 32:35:35
         250 | 3 days 32:14:42
          81 | 4 days 08:12:38.181818
         435 | 3 days 32:05:50.4
         239 | 3 days 31:41:14.117647
         461 | 3 days 31:40:15
         193 | 3 days 31:35:30
         157 | 3 days 31:28:05.806452
         441 | 3 days 31:24:08.888889
          72 | 3 days 31:00:42
         411 | 3 days 30:48:24
         240 | 3 days 30:47:34.615384
         350 | 3 days 30:12:02.608695
         497 | 3 days 30:03:02.222222
         161 | 3 days 30:02:16
         145 | 3 days 30:00:06.428571
         232 | 3 days 29:52:57.6
         549 | 3 days 29:33:21
         325 | 3 days 29:32:43.636364
         568 | 3 days 29:31:03
         110 | 3 days 29:28:55.714285
          73 | 3 days 29:12:33.913044
         358 | 3 days 28:58:54.285714
         547 | 3 days 28:46:36.521739
         336 | 3 days 28:45:31.034483
         345 | 3 days 28:37:07.826087
         503 | 3 days 28:23:39.375
         301 | 3 days 28:04:48.571429
         235 | 3 days 27:42:24
         382 | 3 days 27:18:47.5
          85 | 3 days 27:15:33.913044
         514 | 3 days 27:09:46.363636
          46 | 3 days 26:55:19.411765
         177 | 3 days 26:51:39.130435
          34 | 3 days 26:37:55
         138 | 3 days 26:35:58.235294
         481 | 3 days 26:28:22.758621
         420 | 3 days 25:56:57.142857
         378 | 3 days 24:39:09.473684
         162 | 3 days 24:38:25.263158
         117 | 3 days 24:12:50.526316
         374 | 3 days 24:06:06.666667
          18 | 3 days 23:38:30
         283 | 3 days 23:31:55.714285
          55 | 3 days 23:19:54.545455
         114 | 3 days 23:17:43.125
         243 | 3 days 23:00:35
         320 | 3 days 22:52:51
         228 | 3 days 22:52:40.8
         369 | 3 days 22:46:32.5
           4 | 3 days 22:41:05.454545
         151 | 3 days 22:14:33.333333
         278 | 3 days 21:44:50.769231
         252 | 3 days 21:34:22.857143
         364 | 3 days 19:48:02.608696
         188 | 3 days 19:35:50
         413 | 3 days 18:39:14.285714
          43 | 3 days 18:18:51.818182
         401 | 3 days 17:55:40
         395 | 2 days 39:25:56.842105
         215 | 3 days 14:23:40.8
          97 | 3 days 13:54:03.333333
         167 | 3 days 12:40:50.625
(599 rows)

